exposure_id,campaign_id,customer_id,assignment,impressions,clicks,converted,order_value,media_cost
CMP010-E000545,CMP010,C000545,treatment,4,0,0,0.0,2.9992
CMP010-E000546,CMP010,C000546,control,0,0,0,0.0,0.0
CMP010-E000547,CMP010,C000547,control,0,0,0,0.0,0.0
CMP010-E000548,CMP010,C000548,control,0,0,0,0.0,0.0
CMP010-E000549,CMP010,C000549,treatment,6,0,0,0.0,4.4988
CMP010-E000550,CMP010,C000550,control,0,0,0,0.0,0.0
CMP010-E000551,CMP010,C000551,control,0,0,0,0.0,0.0
CMP010-E000552,CMP010,C000552,treatment,5,0,0,0.0,3.749
CMP010-E000553,CMP010,C000553,control,0,0,0,0.0,0.0
CMP010-E000554,CMP010,C000554,treatment,6,1,0,0.0,34.4908
CMP010-E000555,CMP010,C000555,treatment,2,0,0,0.0,1.4996
CMP010-E000556,CMP010,C000556,control,0,0,0,0.0,0.0
CMP010-E000557,CMP010,C000557,treatment,5,0,0,0.0,3.749
CMP010-E000558,CMP010,C000558,treatment,3,0,0,0.0,2.2494
CMP010-E000559,CMP010,C000559,treatment,2,0,0,0.0,1.4996
CMP010-E000560,CMP010,C000560,treatment,3,0,0,0.0,2.2494
CMP010-E000561,CMP010,C000561,treatment,8,0,0,0.0,5.9984
CMP010-E000562,CMP010,C000562,control,0,0,0,0.0,0.0
CMP010-E000563,CMP010,C000563,treatment,3,0,0,0.0,2.2494
CMP010-E000564,CMP010,C000564,treatment,2,0,0,0.0,1.4996
CMP010-E000565,CMP010,C000565,treatment,3,0,0,0.0,2.2494
CMP010-E000566,CMP010,C000566,treatment,4,1,0,0.0,32.9912
CMP010-E000567,CMP010,C000567,treatment,3,0,1,125.5,2.2494
CMP010-E000568,CMP010,C000568,treatment,4,0,0,0.0,2.9992
CMP010-E000569,CMP010,C000569,treatment,2,0,0,0.0,1.4996
CMP010-E000570,CMP010,C000570,treatment,1,0,0,0.0,0.7498
CMP010-E000571,CMP010,C000571,control,0,0,0,0.0,0.0
CMP010-E000572,CMP010,C000572,control,0,0,0,0.0,0.0
CMP010-E000573,CMP010,C000573,control,0,0,0,0.0,0.0
CMP010-E000574,CMP010,C000574,treatment,4,0,0,0.0,2.9992
CMP010-E000575,CMP010,C000575,control,0,0,0,0.0,0.0
CMP010-E000576,CMP010,C000576,treatment,2,0,0,0.0,1.4996
CMP010-E000577,CMP010,C000577,control,0,0,0,0.0,0.0
CMP010-E000578,CMP010,C000578,treatment,2,0,0,0.0,1.4996
CMP010-E000579,CMP010,C000579,treatment,1,0,0,0.0,0.7498
CMP010-E000580,CMP010,C000580,treatment,2,0,0,0.0,1.4996
CMP010-E000581,CMP010,C000581,treatment,4,0,0,0.0,2.9992
CMP010-E000582,CMP010,C000582,control,0,0,0,0.0,0.0
CMP010-E000583,CMP010,C000583,treatment,5,1,0,0.0,33.741
CMP010-E000584,CMP010,C000584,control,0,0,0,0.0,0.0
CMP010-E000585,CMP010,C000585,control,0,0,0,0.0,0.0
CMP010-E000586,CMP010,C000586,treatment,5,1,0,0.0,33.741
CMP010-E000587,CMP010,C000587,control,0,0,0,0.0,0.0
CMP010-E000588,CMP010,C000588,treatment,3,0,0,0.0,2.2494
CMP010-E000589,CMP010,C000589,treatment,1,0,0,0.0,0.7498
CMP010-E000590,CMP010,C000590,treatment,2,0,0,0.0,1.4996
CMP010-E000591,CMP010,C000591,control,0,0,0,0.0,0.0
CMP010-E000592,CMP010,C000592,treatment,3,0,0,0.0,2.2494
CMP010-E000593,CMP010,C000593,treatment,4,0,0,0.0,2.9992
CMP010-E000594,CMP010,C000594,treatment,4,0,0,0.0,2.9992
CMP010-E000595,CMP010,C000595,treatment,5,0,0,0.0,3.749
CMP010-E000596,CMP010,C000596,control,0,0,0,0.0,0.0
CMP010-E000597,CMP010,C000597,treatment,4,0,0,0.0,2.9992
CMP010-E000598,CMP010,C000598,control,0,0,0,0.0,0.0
CMP010-E000599,CMP010,C000599,control,0,0,0,0.0,0.0
CMP010-E000600,CMP010,C000600,treatment,1,0,0,0.0,0.7498
CMP010-E000601,CMP010,C000601,control,0,0,0,0.0,0.0
CMP010-E000602,CMP010,C000602,control,0,0,0,0.0,0.0
CMP010-E000603,CMP010,C000603,treatment,1,0,0,0.0,0.7498
CMP010-E000604,CMP010,C000604,treatment,6,1,0,0.0,34.4908
CMP010-E000605,CMP010,C000605,treatment,5,0,0,0.0,3.749
CMP010-E000606,CMP010,C000606,treatment,4,0,0,0.0,2.9992
CMP010-E000607,CMP010,C000607,control,0,0,0,0.0,0.0
CMP010-E000608,CMP010,C000608,treatment,8,0,0,0.0,5.9984
CMP010-E000609,CMP010,C000609,treatment,2,1,0,0.0,31.4916
CMP010-E000610,CMP010,C000610,control,0,0,0,0.0,0.0
CMP010-E000611,CMP010,C000611,control,0,0,0,0.0,0.0
CMP010-E000612,CMP010,C000612,treatment,5,0,0,0.0,3.749
CMP010-E000613,CMP010,C000613,treatment,1,0,0,0.0,0.7498
CMP010-E000614,CMP010,C000614,treatment,4,0,0,0.0,2.9992
CMP010-E000615,CMP010,C000615,treatment,1,0,0,0.0,0.7498
CMP010-E000616,CMP010,C000616,treatment,4,1,0,0.0,32.9912
CMP010-E000617,CMP010,C000617,treatment,3,0,0,0.0,2.2494
CMP010-E000618,CMP010,C000618,treatment,1,0,0,0.0,0.7498
CMP010-E000619,CMP010,C000619,treatment,3,0,0,0.0,2.2494
CMP010-E000620,CMP010,C000620,treatment,4,0,0,0.0,2.9992
CMP010-E000621,CMP010,C000621,treatment,3,0,0,0.0,2.2494
CMP010-E000622,CMP010,C000622,treatment,1,0,0,0.0,0.7498
CMP010-E000623,CMP010,C000623,treatment,6,0,0,0.0,4.4988
CMP010-E000624,CMP010,C000624,treatment,3,0,0,0.0,2.2494
CMP010-E000625,CMP010,C000625,treatment,1,0,0,0.0,0.7498
CMP010-E000626,CMP010,C000626,control,0,0,0,0.0,0.0
CMP010-E000627,CMP010,C000627,treatment,4,0,0,0.0,2.9992
CMP010-E000628,CMP010,C000628,treatment,3,0,0,0.0,2.2494
CMP010-E000629,CMP010,C000629,control,0,0,0,0.0,0.0
CMP010-E000630,CMP010,C000630,treatment,3,0,0,0.0,2.2494
CMP010-E000631,CMP010,C000631,treatment,2,1,0,0.0,31.4916
CMP010-E000632,CMP010,C000632,treatment,7,0,0,0.0,5.2486
CMP010-E000633,CMP010,C000633,treatment,1,0,0,0.0,0.7498
CMP010-E000634,CMP010,C000634,treatment,1,0,0,0.0,0.7498
CMP010-E000635,CMP010,C000635,treatment,5,0,0,0.0,3.749
CMP010-E000636,CMP010,C000636,treatment,3,0,0,0.0,2.2494
CMP010-E000637,CMP010,C000637,treatment,2,0,0,0.0,1.4996
CMP010-E000638,CMP010,C000638,treatment,1,0,0,0.0,0.7498
CMP010-E000639,CMP010,C000639,treatment,2,0,0,0.0,1.4996
CMP010-E000640,CMP010,C000640,control,0,0,0,0.0,0.0
CMP010-E000641,CMP010,C000641,treatment,1,0,0,0.0,0.7498
CMP010-E000642,CMP010,C000642,treatment,2,0,0,0.0,1.4996
CMP010-E000643,CMP010,C000643,control,0,0,0,0.0,0.0
CMP010-E000644,CMP010,C000644,control,0,0,0,0.0,0.0
CMP010-E000645,CMP010,C000645,treatment,2,0,0,0.0,1.4996
CMP010-E000646,CMP010,C000646,treatment,1,0,0,0.0,0.7498
CMP010-E000647,CMP010,C000647,treatment,9,0,0,0.0,6.7482
CMP010-E000648,CMP010,C000648,control,0,0,0,0.0,0.0
CMP010-E000649,CMP010,C000649,treatment,2,0,0,0.0,1.4996
CMP010-E000650,CMP010,C000650,treatment,2,0,0,0.0,1.4996
CMP010-E000651,CMP010,C000651,control,0,0,0,0.0,0.0
CMP010-E000652,CMP010,C000652,treatment,3,0,0,0.0,2.2494
CMP010-E000653,CMP010,C000653,treatment,2,0,0,0.0,1.4996
CMP010-E000654,CMP010,C000654,treatment,4,0,0,0.0,2.9992
CMP010-E000655,CMP010,C000655,treatment,4,0,0,0.0,2.9992
CMP010-E000656,CMP010,C000656,treatment,4,1,0,0.0,32.9912
CMP010-E000657,CMP010,C000657,treatment,2,0,0,0.0,1.4996
CMP010-E000658,CMP010,C000658,treatment,1,0,0,0.0,0.7498
CMP010-E000659,CMP010,C000659,treatment,2,0,0,0.0,1.4996
CMP010-E000660,CMP010,C000660,treatment,2,0,1,115.97,1.4996
CMP010-E000661,CMP010,C000661,treatment,1,0,0,0.0,0.7498
CMP010-E000662,CMP010,C000662,control,0,0,0,0.0,0.0
CMP010-E000663,CMP010,C000663,treatment,3,0,0,0.0,2.2494
CMP010-E000664,CMP010,C000664,treatment,1,0,0,0.0,0.7498
CMP010-E000665,CMP010,C000665,treatment,4,1,0,0.0,32.9912
CMP010-E000666,CMP010,C000666,control,0,0,0,0.0,0.0
CMP010-E000667,CMP010,C000667,control,0,0,0,0.0,0.0
CMP010-E000668,CMP010,C000668,treatment,2,0,0,0.0,1.4996
CMP010-E000669,CMP010,C000669,treatment,5,0,0,0.0,3.749
CMP010-E000670,CMP010,C000670,treatment,2,0,0,0.0,1.4996
CMP010-E000671,CMP010,C000671,treatment,5,0,1,203.73,3.749
CMP010-E000672,CMP010,C000672,treatment,4,0,0,0.0,2.9992
CMP010-E000673,CMP010,C000673,treatment,3,0,0,0.0,2.2494
CMP010-E000674,CMP010,C000674,treatment,4,0,0,0.0,2.9992
CMP010-E000675,CMP010,C000675,treatment,3,0,0,0.0,2.2494
CMP010-E000676,CMP010,C000676,control,0,0,0,0.0,0.0
CMP010-E000677,CMP010,C000677,treatment,2,0,0,0.0,1.4996
CMP010-E000678,CMP010,C000678,treatment,6,0,0,0.0,4.4988
CMP010-E000679,CMP010,C000679,treatment,3,0,0,0.0,2.2494
CMP010-E000680,CMP010,C000680,treatment,3,0,0,0.0,2.2494
CMP010-E000681,CMP010,C000681,treatment,5,0,0,0.0,3.749
CMP010-E000682,CMP010,C000682,treatment,1,0,0,0.0,0.7498
CMP010-E000683,CMP010,C000683,treatment,4,0,0,0.0,2.9992
CMP010-E000684,CMP010,C000684,treatment,2,0,0,0.0,1.4996
CMP010-E000685,CMP010,C000685,treatment,3,0,0,0.0,2.2494
CMP010-E000686,CMP010,C000686,treatment,2,1,0,0.0,31.4916
CMP010-E000687,CMP010,C000687,control,0,0,0,0.0,0.0
CMP010-E000688,CMP010,C000688,control,0,0,0,0.0,0.0
CMP010-E000689,CMP010,C000689,treatment,3,1,0,0.0,32.2414
CMP010-E000690,CMP010,C000690,treatment,1,0,0,0.0,0.7498
CMP010-E000691,CMP010,C000691,control,0,0,0,0.0,0.0
CMP010-E000692,CMP010,C000692,treatment,2,0,0,0.0,1.4996
CMP010-E000693,CMP010,C000693,treatment,5,1,0,0.0,33.741
CMP010-E000694,CMP010,C000694,treatment,4,0,0,0.0,2.9992
CMP010-E000695,CMP010,C000695,treatment,4,1,0,0.0,32.9912
CMP010-E000696,CMP010,C000696,treatment,4,0,0,0.0,2.9992
CMP010-E000697,CMP010,C000697,treatment,1,0,0,0.0,0.7498
CMP010-E000698,CMP010,C000698,control,0,0,0,0.0,0.0
CMP010-E000699,CMP010,C000699,treatment,2,1,0,0.0,31.4916
CMP010-E000700,CMP010,C000700,treatment,4,1,0,0.0,32.9912
CMP010-E000701,CMP010,C000701,treatment,4,1,0,0.0,32.9912
CMP010-E000702,CMP010,C000702,treatment,2,0,0,0.0,1.4996
CMP010-E000703,CMP010,C000703,treatment,5,0,0,0.0,3.749
CMP010-E000704,CMP010,C000704,treatment,5,0,0,0.0,3.749
CMP010-E000705,CMP010,C000705,treatment,5,0,0,0.0,3.749
CMP010-E000706,CMP010,C000706,treatment,2,0,0,0.0,1.4996
CMP010-E000707,CMP010,C000707,control,0,0,0,0.0,0.0
CMP010-E000708,CMP010,C000708,control,0,0,0,0.0,0.0
CMP010-E000709,CMP010,C000709,treatment,1,0,0,0.0,0.7498
CMP010-E000710,CMP010,C000710,treatment,7,0,0,0.0,5.2486
CMP010-E000711,CMP010,C000711,control,0,0,1,100.6,0.0
CMP010-E000712,CMP010,C000712,control,0,0,0,0.0,0.0
CMP010-E000713,CMP010,C000713,treatment,4,0,0,0.0,2.9992
CMP010-E000714,CMP010,C000714,control,0,0,0,0.0,0.0
CMP010-E000715,CMP010,C000715,treatment,5,0,1,62.24,3.749
CMP010-E000716,CMP010,C000716,control,0,0,0,0.0,0.0
CMP010-E000717,CMP010,C000717,treatment,1,0,0,0.0,0.7498
CMP010-E000718,CMP010,C000718,treatment,7,0,0,0.0,5.2486
CMP010-E000719,CMP010,C000719,treatment,4,0,0,0.0,2.9992
CMP010-E000720,CMP010,C000720,treatment,5,1,0,0.0,33.741
CMP010-E000721,CMP010,C000721,treatment,1,0,0,0.0,0.7498
CMP010-E000722,CMP010,C000722,treatment,2,0,0,0.0,1.4996
CMP010-E000723,CMP010,C000723,treatment,1,0,0,0.0,0.7498
CMP010-E000724,CMP010,C000724,treatment,2,0,0,0.0,1.4996
CMP010-E000725,CMP010,C000725,treatment,5,1,1,67.21,33.741
CMP010-E000726,CMP010,C000726,control,0,0,0,0.0,0.0
CMP010-E000727,CMP010,C000727,treatment,2,0,0,0.0,1.4996
CMP010-E000728,CMP010,C000728,treatment,2,0,0,0.0,1.4996
CMP010-E000729,CMP010,C000729,treatment,6,0,0,0.0,4.4988
CMP010-E000730,CMP010,C000730,treatment,3,0,0,0.0,2.2494
CMP010-E000731,CMP010,C000731,treatment,5,0,0,0.0,3.749
CMP010-E000732,CMP010,C000732,treatment,1,0,0,0.0,0.7498
CMP010-E000733,CMP010,C000733,treatment,4,0,0,0.0,2.9992
CMP010-E000734,CMP010,C000734,treatment,5,0,0,0.0,3.749
CMP010-E000735,CMP010,C000735,treatment,4,0,0,0.0,2.9992
CMP010-E000736,CMP010,C000736,treatment,1,0,0,0.0,0.7498
CMP010-E000737,CMP010,C000737,treatment,2,0,0,0.0,1.4996
CMP010-E000738,CMP010,C000738,control,0,0,0,0.0,0.0
CMP010-E000739,CMP010,C000739,treatment,3,0,0,0.0,2.2494
CMP010-E000740,CMP010,C000740,treatment,1,0,0,0.0,0.7498
CMP010-E000741,CMP010,C000741,treatment,3,1,0,0.0,32.2414
CMP010-E000742,CMP010,C000742,treatment,3,0,0,0.0,2.2494
CMP010-E000743,CMP010,C000743,treatment,5,1,0,0.0,33.741
CMP010-E000744,CMP010,C000744,treatment,1,0,0,0.0,0.7498
CMP010-E000745,CMP010,C000745,treatment,2,0,0,0.0,1.4996
CMP010-E000746,CMP010,C000746,control,0,0,0,0.0,0.0
CMP010-E000747,CMP010,C000747,treatment,2,0,0,0.0,1.4996
CMP010-E000748,CMP010,C000748,treatment,5,0,0,0.0,3.749
CMP010-E000749,CMP010,C000749,treatment,1,0,0,0.0,0.7498
CMP010-E000750,CMP010,C000750,treatment,5,1,0,0.0,33.741
CMP010-E000751,CMP010,C000751,control,0,0,0,0.0,0.0
CMP010-E000752,CMP010,C000752,treatment,3,0,0,0.0,2.2494
CMP010-E000753,CMP010,C000753,treatment,7,0,0,0.0,5.2486
CMP010-E000754,CMP010,C000754,treatment,4,0,0,0.0,2.9992
CMP010-E000755,CMP010,C000755,treatment,2,0,0,0.0,1.4996
CMP010-E000756,CMP010,C000756,treatment,7,1,0,0.0,35.2406
CMP010-E000757,CMP010,C000757,treatment,5,0,0,0.0,3.749
CMP010-E000758,CMP010,C000758,treatment,1,0,0,0.0,0.7498
CMP010-E000759,CMP010,C000759,treatment,1,1,0,0.0,30.7418
CMP010-E000760,CMP010,C000760,treatment,3,0,0,0.0,2.2494
CMP010-E000761,CMP010,C000761,treatment,2,0,0,0.0,1.4996
CMP010-E000762,CMP010,C000762,treatment,1,0,0,0.0,0.7498
CMP010-E000763,CMP010,C000763,treatment,4,0,0,0.0,2.9992
CMP010-E000764,CMP010,C000764,treatment,1,0,0,0.0,0.7498
CMP010-E000765,CMP010,C000765,treatment,3,0,0,0.0,2.2494
CMP010-E000766,CMP010,C000766,treatment,4,0,0,0.0,2.9992
CMP010-E000767,CMP010,C000767,control,0,0,0,0.0,0.0
CMP010-E000768,CMP010,C000768,treatment,2,1,0,0.0,31.4916
CMP010-E000769,CMP010,C000769,control,0,0,0,0.0,0.0
CMP010-E000770,CMP010,C000770,treatment,4,0,0,0.0,2.9992
CMP010-E000771,CMP010,C000771,control,0,0,0,0.0,0.0
CMP010-E000772,CMP010,C000772,treatment,4,0,0,0.0,2.9992
CMP010-E000773,CMP010,C000773,treatment,5,0,0,0.0,3.749
CMP010-E000774,CMP010,C000774,treatment,2,0,0,0.0,1.4996
CMP010-E000775,CMP010,C000775,control,0,0,0,0.0,0.0
CMP010-E000776,CMP010,C000776,treatment,4,0,0,0.0,2.9992
CMP010-E000777,CMP010,C000777,treatment,6,1,0,0.0,34.4908
CMP010-E000778,CMP010,C000778,treatment,1,0,0,0.0,0.7498
CMP010-E000779,CMP010,C000779,treatment,3,0,0,0.0,2.2494
CMP010-E000780,CMP010,C000780,treatment,5,0,0,0.0,3.749
CMP010-E000781,CMP010,C000781,treatment,3,0,0,0.0,2.2494
CMP010-E000782,CMP010,C000782,treatment,4,1,0,0.0,32.9912
CMP010-E000783,CMP010,C000783,treatment,1,0,0,0.0,0.7498
CMP010-E000784,CMP010,C000784,treatment,5,0,0,0.0,3.749
CMP010-E000785,CMP010,C000785,treatment,5,0,0,0.0,3.749
CMP010-E000786,CMP010,C000786,treatment,1,0,0,0.0,0.7498
CMP010-E000787,CMP010,C000787,treatment,3,0,0,0.0,2.2494
CMP010-E000788,CMP010,C000788,treatment,7,0,0,0.0,5.2486
CMP010-E000789,CMP010,C000789,control,0,0,0,0.0,0.0
CMP010-E000790,CMP010,C000790,treatment,6,0,0,0.0,4.4988
CMP010-E000791,CMP010,C000791,treatment,2,0,0,0.0,1.4996
CMP010-E000792,CMP010,C000792,treatment,1,0,0,0.0,0.7498
CMP010-E000793,CMP010,C000793,treatment,1,0,0,0.0,0.7498
CMP010-E000794,CMP010,C000794,treatment,4,0,0,0.0,2.9992
CMP010-E000795,CMP010,C000795,treatment,6,0,1,233.23,4.4988
CMP010-E000796,CMP010,C000796,control,0,0,0,0.0,0.0
CMP010-E000797,CMP010,C000797,treatment,4,0,0,0.0,2.9992
CMP010-E000798,CMP010,C000798,treatment,6,0,0,0.0,4.4988
CMP010-E000799,CMP010,C000799,treatment,3,0,0,0.0,2.2494
CMP010-E000800,CMP010,C000800,control,0,0,0,0.0,0.0
CMP010-E000801,CMP010,C000801,treatment,1,0,0,0.0,0.7498
CMP010-E000802,CMP010,C000802,treatment,1,0,0,0.0,0.7498
CMP010-E000803,CMP010,C000803,treatment,2,0,0,0.0,1.4996
CMP010-E000804,CMP010,C000804,treatment,3,0,0,0.0,2.2494
CMP010-E000805,CMP010,C000805,treatment,2,0,0,0.0,1.4996
CMP010-E000806,CMP010,C000806,treatment,4,0,1,152.07,2.9992
CMP010-E000807,CMP010,C000807,treatment,3,0,0,0.0,2.2494
CMP010-E000808,CMP010,C000808,treatment,4,0,0,0.0,2.9992
CMP010-E000809,CMP010,C000809,treatment,6,0,0,0.0,4.4988
CMP010-E000810,CMP010,C000810,control,0,0,0,0.0,0.0
CMP010-E000811,CMP010,C000811,treatment,4,0,0,0.0,2.9992
CMP010-E000812,CMP010,C000812,control,0,0,0,0.0,0.0
CMP010-E000813,CMP010,C000813,treatment,2,0,0,0.0,1.4996
CMP010-E000814,CMP010,C000814,treatment,4,0,0,0.0,2.9992
CMP010-E000815,CMP010,C000815,treatment,4,1,0,0.0,32.9912
CMP010-E000816,CMP010,C000816,treatment,3,0,0,0.0,2.2494
CMP010-E000817,CMP010,C000817,control,0,0,0,0.0,0.0
CMP010-E000818,CMP010,C000818,treatment,8,0,0,0.0,5.9984
CMP010-E000819,CMP010,C000819,treatment,1,0,0,0.0,0.7498
CMP010-E000820,CMP010,C000820,treatment,6,0,0,0.0,4.4988
CMP010-E000821,CMP010,C000821,control,0,0,0,0.0,0.0
CMP010-E000822,CMP010,C000822,treatment,1,0,0,0.0,0.7498
CMP010-E000823,CMP010,C000823,control,0,0,0,0.0,0.0
CMP010-E000824,CMP010,C000824,treatment,3,0,0,0.0,2.2494
CMP010-E000825,CMP010,C000825,control,0,0,1,48.25,0.0
CMP010-E000826,CMP010,C000826,treatment,1,0,0,0.0,0.7498
CMP010-E000827,CMP010,C000827,treatment,2,0,1,61.93,1.4996
CMP010-E000828,CMP010,C000828,treatment,4,0,0,0.0,2.9992
CMP010-E000829,CMP010,C000829,treatment,2,0,0,0.0,1.4996
CMP010-E000830,CMP010,C000830,control,0,0,0,0.0,0.0
CMP010-E000831,CMP010,C000831,treatment,4,1,0,0.0,32.9912
CMP010-E000832,CMP010,C000832,treatment,1,0,0,0.0,0.7498
CMP010-E000833,CMP010,C000833,control,0,0,0,0.0,0.0
CMP010-E000834,CMP010,C000834,treatment,5,0,0,0.0,3.749
CMP010-E000835,CMP010,C000835,treatment,2,0,0,0.0,1.4996
CMP010-E000836,CMP010,C000836,treatment,3,1,0,0.0,32.2414
CMP010-E000837,CMP010,C000837,control,0,0,0,0.0,0.0
CMP010-E000838,CMP010,C000838,treatment,5,0,0,0.0,3.749
CMP010-E000839,CMP010,C000839,treatment,6,0,1,85.6,4.4988
CMP010-E000840,CMP010,C000840,treatment,4,0,0,0.0,2.9992
CMP010-E000841,CMP010,C000841,treatment,4,0,0,0.0,2.9992
CMP010-E000842,CMP010,C000842,treatment,4,0,0,0.0,2.9992
CMP010-E000843,CMP010,C000843,treatment,3,0,0,0.0,2.2494
CMP010-E000844,CMP010,C000844,treatment,2,0,0,0.0,1.4996
CMP010-E000845,CMP010,C000845,treatment,3,0,0,0.0,2.2494
CMP010-E000846,CMP010,C000846,treatment,4,0,0,0.0,2.9992
CMP010-E000847,CMP010,C000847,control,0,0,0,0.0,0.0
CMP010-E000848,CMP010,C000848,treatment,4,0,0,0.0,2.9992
CMP010-E000849,CMP010,C000849,treatment,3,0,0,0.0,2.2494
CMP010-E000850,CMP010,C000850,treatment,3,0,0,0.0,2.2494
CMP010-E000851,CMP010,C000851,control,0,0,0,0.0,0.0
CMP010-E000852,CMP010,C000852,treatment,4,0,1,56.91,2.9992
CMP010-E000853,CMP010,C000853,treatment,4,0,0,0.0,2.9992
CMP010-E000854,CMP010,C000854,treatment,3,0,0,0.0,2.2494
CMP010-E000855,CMP010,C000855,control,0,0,0,0.0,0.0
CMP010-E000856,CMP010,C000856,control,0,0,0,0.0,0.0
CMP010-E000857,CMP010,C000857,treatment,6,0,0,0.0,4.4988
CMP010-E000858,CMP010,C000858,treatment,2,0,0,0.0,1.4996
CMP010-E000859,CMP010,C000859,treatment,4,0,0,0.0,2.9992
CMP010-E000860,CMP010,C000860,treatment,1,0,0,0.0,0.7498
CMP010-E000861,CMP010,C000861,treatment,3,0,0,0.0,2.2494
CMP010-E000862,CMP010,C000862,treatment,3,0,0,0.0,2.2494
CMP010-E000863,CMP010,C000863,treatment,4,0,0,0.0,2.9992
CMP010-E000864,CMP010,C000864,treatment,5,0,0,0.0,3.749
CMP010-E000865,CMP010,C000865,treatment,2,0,0,0.0,1.4996
CMP010-E000866,CMP010,C000866,treatment,2,0,0,0.0,1.4996
CMP010-E000867,CMP010,C000867,treatment,4,0,0,0.0,2.9992
CMP010-E000868,CMP010,C000868,treatment,2,0,0,0.0,1.4996
CMP010-E000869,CMP010,C000869,treatment,5,0,1,205.69,3.749
CMP010-E000870,CMP010,C000870,treatment,1,0,0,0.0,0.7498
CMP010-E000871,CMP010,C000871,treatment,2,0,0,0.0,1.4996
CMP010-E000872,CMP010,C000872,treatment,2,0,0,0.0,1.4996
CMP010-E000873,CMP010,C000873,treatment,2,0,0,0.0,1.4996
CMP010-E000874,CMP010,C000874,treatment,3,0,0,0.0,2.2494
CMP010-E000875,CMP010,C000875,treatment,3,0,0,0.0,2.2494
CMP010-E000876,CMP010,C000876,treatment,3,0,0,0.0,2.2494
CMP010-E000877,CMP010,C000877,control,0,0,0,0.0,0.0
CMP010-E000878,CMP010,C000878,treatment,3,0,0,0.0,2.2494
CMP010-E000879,CMP010,C000879,treatment,5,0,0,0.0,3.749
CMP010-E000880,CMP010,C000880,treatment,2,0,0,0.0,1.4996
CMP010-E000881,CMP010,C000881,treatment,6,0,0,0.0,4.4988
CMP010-E000882,CMP010,C000882,treatment,4,0,0,0.0,2.9992
CMP010-E000883,CMP010,C000883,treatment,1,0,0,0.0,0.7498
CMP010-E000884,CMP010,C000884,control,0,0,0,0.0,0.0
CMP010-E000885,CMP010,C000885,treatment,3,0,0,0.0,2.2494
CMP010-E000886,CMP010,C000886,control,0,0,0,0.0,0.0
CMP010-E000887,CMP010,C000887,treatment,5,1,0,0.0,33.741
CMP010-E000888,CMP010,C000888,treatment,4,0,0,0.0,2.9992
CMP010-E000889,CMP010,C000889,treatment,4,0,0,0.0,2.9992
CMP010-E000890,CMP010,C000890,treatment,2,0,0,0.0,1.4996
CMP010-E000891,CMP010,C000891,control,0,0,0,0.0,0.0
CMP010-E000892,CMP010,C000892,control,0,0,0,0.0,0.0
CMP010-E000893,CMP010,C000893,treatment,6,0,0,0.0,4.4988
CMP010-E000894,CMP010,C000894,treatment,3,1,0,0.0,32.2414
CMP010-E000895,CMP010,C000895,control,0,0,0,0.0,0.0
CMP010-E000896,CMP010,C000896,treatment,3,0,0,0.0,2.2494
CMP010-E000897,CMP010,C000897,control,0,0,0,0.0,0.0
CMP010-E000898,CMP010,C000898,treatment,1,0,0,0.0,0.7498
CMP010-E000899,CMP010,C000899,treatment,4,0,0,0.0,2.9992
CMP010-E000900,CMP010,C000900,treatment,4,0,0,0.0,2.9992
CMP010-E000901,CMP010,C000901,treatment,4,0,0,0.0,2.9992
CMP010-E000902,CMP010,C000902,control,0,0,0,0.0,0.0
CMP010-E000903,CMP010,C000903,treatment,3,0,0,0.0,2.2494
CMP010-E000904,CMP010,C000904,treatment,1,0,0,0.0,0.7498
CMP010-E000905,CMP010,C000905,treatment,3,0,0,0.0,2.2494
CMP010-E000906,CMP010,C000906,treatment,1,0,0,0.0,0.7498
CMP010-E000907,CMP010,C000907,treatment,6,0,0,0.0,4.4988
CMP010-E000908,CMP010,C000908,treatment,5,0,0,0.0,3.749
CMP010-E000909,CMP010,C000909,treatment,2,1,0,0.0,31.4916
CMP010-E000910,CMP010,C000910,treatment,4,0,0,0.0,2.9992
CMP010-E000911,CMP010,C000911,treatment,3,0,0,0.0,2.2494
CMP010-E000912,CMP010,C000912,treatment,2,0,0,0.0,1.4996
CMP010-E000913,CMP010,C000913,control,0,0,0,0.0,0.0
CMP010-E000914,CMP010,C000914,treatment,3,0,0,0.0,2.2494
CMP010-E000915,CMP010,C000915,treatment,1,0,0,0.0,0.7498
CMP010-E000916,CMP010,C000916,treatment,2,0,0,0.0,1.4996
CMP010-E000917,CMP010,C000917,treatment,5,0,0,0.0,3.749
CMP010-E000918,CMP010,C000918,treatment,4,0,0,0.0,2.9992
CMP010-E000919,CMP010,C000919,treatment,2,0,0,0.0,1.4996
CMP010-E000920,CMP010,C000920,control,0,0,0,0.0,0.0
CMP010-E000921,CMP010,C000921,treatment,4,0,0,0.0,2.9992
CMP010-E000922,CMP010,C000922,treatment,3,0,1,33.02,2.2494
CMP010-E000923,CMP010,C000923,treatment,3,0,0,0.0,2.2494
CMP010-E000924,CMP010,C000924,treatment,3,0,0,0.0,2.2494
CMP010-E000925,CMP010,C000925,treatment,2,0,0,0.0,1.4996
CMP010-E000926,CMP010,C000926,control,0,0,0,0.0,0.0
CMP010-E000927,CMP010,C000927,treatment,1,0,0,0.0,0.7498
CMP010-E000928,CMP010,C000928,treatment,5,1,0,0.0,33.741
